time,NO2_column_number_density,tropospheric_NO2_column_number_density,stratospheric_NO2_column_number_density,NO2_slant_column_number_density
2018-06,0.7886836623350859,0.27127996561187706,0.7886836623350859,0.7886836623350859
2018-07,0.8728679983797903,0.24299631319644216,0.8728679983797903,0.8728679983797903
2018-08,0.8954015805310321,0.38696094964123934,0.8954015805310321,0.8954015805310321
2018-09,0.8545176163471363,0.3985480321262184,0.8545176163471363,0.8545176163471363
2018-10,0.8757977052541085,0.45216634152255614,0.8757977052541085,0.8757977052541085
2018-11,0.8723239031603574,0.0915127359101659,0.8723239031603574,0.8723239031603574
2018-12,0.7991479728484986,0.01802565883014251,0.7991479728484986,0.7991479728484986
2019-01,0.7897450009759657,0.1120630420475866,0.7897450009759657,0.7897450009759657
2019-02,0.8387143448412686,0.20167505276228065,0.8387143448412686,0.8387143448412686
2019-03,0.839946227226135,0.19108047730053235,0.839946227226135,0.839946227226135
2019-04,0.7842687564064412,0.7590305194590484,0.7842687564064412,0.7842687564064412
2019-04,0.7842687564064412,0.7590305194590484,0.7842687564064412,0.865112098177601
2019-04,0.7842687564064412,0.7590305194590484,0.865112098177601,0.7842687564064412
2019-04,0.7842687564064412,0.7590305194590484,0.865112098177601,0.865112098177601
2019-04,0.7842687564064412,0.6221260873345655,0.7842687564064412,0.7842687564064412
2019-04,0.7842687564064412,0.6221260873345655,0.7842687564064412,0.865112098177601
2019-04,0.7842687564064412,0.6221260873345655,0.865112098177601,0.7842687564064412
2019-04,0.7842687564064412,0.6221260873345655,0.865112098177601,0.865112098177601
2019-04,0.865112098177601,0.7590305194590484,0.7842687564064412,0.7842687564064412
2019-04,0.865112098177601,0.7590305194590484,0.7842687564064412,0.865112098177601
2019-04,0.865112098177601,0.7590305194590484,0.865112098177601,0.7842687564064412
2019-04,0.865112098177601,0.7590305194590484,0.865112098177601,0.865112098177601
2019-04,0.865112098177601,0.6221260873345655,0.7842687564064412,0.7842687564064412
2019-04,0.865112098177601,0.6221260873345655,0.7842687564064412,0.865112098177601
2019-04,0.865112098177601,0.6221260873345655,0.865112098177601,0.7842687564064412
2019-04,0.865112098177601,0.6221260873345655,0.865112098177601,0.865112098177601
2019-05,0.8733777237707899,0.3008945251793804,0.8733777237707899,0.8733777237707899
2019-06,0.8620186169446834,0.5858610843564973,0.8620186169446834,0.8620186169446834
2019-07,0.8656484625074531,0.24285726475761388,0.8656484625074531,0.8656484625074531
2019-08,0.8592064692656152,0.38030701319313565,0.8592064692656152,0.8592064692656152
2019-09,0.8784426932804735,0.32727315523917283,0.8784426932804735,0.8784426932804735
2019-10,0.6968476176305262,0.24818491055781502,0.6968476176305262,0.6968476176305262
2019-11,0.6802270097062282,0.09340066672077384,0.6802270097062282,0.6802270097062282
2019-12,0.4807228742780959,0.13261437700537596,0.4807228742780959,0.4807228742780959
2020-01,0.49783553218926696,0.21241984371039024,0.49783553218926696,0.49783553218926696
2020-01,0.49783553218926696,0.21241984371039024,0.49783553218926696,0.5661539939190966
2020-01,0.49783553218926696,0.21241984371039024,0.5661539939190966,0.49783553218926696
2020-01,0.49783553218926696,0.21241984371039024,0.5661539939190966,0.5661539939190966
2020-01,0.49783553218926696,0.13636937630589052,0.49783553218926696,0.49783553218926696
2020-01,0.49783553218926696,0.13636937630589052,0.49783553218926696,0.5661539939190966
2020-01,0.49783553218926696,0.13636937630589052,0.5661539939190966,0.49783553218926696
2020-01,0.49783553218926696,0.13636937630589052,0.5661539939190966,0.5661539939190966
2020-01,0.5661539939190966,0.21241984371039024,0.49783553218926696,0.49783553218926696
2020-01,0.5661539939190966,0.21241984371039024,0.49783553218926696,0.5661539939190966
2020-01,0.5661539939190966,0.21241984371039024,0.5661539939190966,0.49783553218926696
2020-01,0.5661539939190966,0.21241984371039024,0.5661539939190966,0.5661539939190966
2020-01,0.5661539939190966,0.13636937630589052,0.49783553218926696,0.49783553218926696
2020-01,0.5661539939190966,0.13636937630589052,0.49783553218926696,0.5661539939190966
2020-01,0.5661539939190966,0.13636937630589052,0.5661539939190966,0.49783553218926696
2020-01,0.5661539939190966,0.13636937630589052,0.5661539939190966,0.5661539939190966
2020-02,0.7330579034963,0.20325155712413662,0.7330579034963,0.7330579034963
2020-03,0.7921455998082201,0.3464267557781966,0.7921455998082201,0.7921455998082201
2020-04,0.871132429471816,0.3586656683018092,0.871132429471816,0.871132429471816
2020-05,0.859720431174156,0.28415263449393247,0.859720431174156,0.859720431174156
2020-06,0.8612504289029353,0.36586306653809064,0.8612504289029353,0.8612504289029353
2020-07,0.8658613150150448,0.2294289174354396,0.8658613150150448,0.8658613150150448
2020-08,0.8579485059903668,0.37784423943832735,0.8579485059903668,0.8579485059903668
2020-09,0.8328267698310353,0.4868619735696414,0.8328267698310353,0.8328267698310353
2020-10,0.7547990016498546,0.22895557478675596,0.7547990016498546,0.7547990016498546
2020-10,0.7547990016498546,0.22895557478675596,0.7547990016498546,0.753766491419502
2020-10,0.7547990016498546,0.22895557478675596,0.753766491419502,0.7547990016498546
2020-10,0.7547990016498546,0.22895557478675596,0.753766491419502,0.753766491419502
2020-10,0.7547990016498546,0.1336617210121823,0.7547990016498546,0.7547990016498546
2020-10,0.7547990016498546,0.1336617210121823,0.7547990016498546,0.753766491419502
2020-10,0.7547990016498546,0.1336617210121823,0.753766491419502,0.7547990016498546
2020-10,0.7547990016498546,0.1336617210121823,0.753766491419502,0.753766491419502
2020-10,0.753766491419502,0.22895557478675596,0.7547990016498546,0.7547990016498546
2020-10,0.753766491419502,0.22895557478675596,0.7547990016498546,0.753766491419502
2020-10,0.753766491419502,0.22895557478675596,0.753766491419502,0.7547990016498546
2020-10,0.753766491419502,0.22895557478675596,0.753766491419502,0.753766491419502
2020-10,0.753766491419502,0.1336617210121823,0.7547990016498546,0.7547990016498546
2020-10,0.753766491419502,0.1336617210121823,0.7547990016498546,0.753766491419502
2020-10,0.753766491419502,0.1336617210121823,0.753766491419502,0.7547990016498546
2020-10,0.753766491419502,0.1336617210121823,0.753766491419502,0.753766491419502
2020-11,0.6514370323543142,0.1142731445909601,0.6514370323543142,0.6514370323543142
2020-12,0.5394042844157294,0.12522380042411185,0.5394042844157294,0.5394042844157294
2021-01,0.43354483008617856,0.0024225991689536975,0.43354483008617856,0.43354483008617856
2021-02,0.7190155145619335,0.04983370332490732,0.7190155145619335,0.7190155145619335
2021-03,0.7951705766623682,0.20595943689448798,0.7951705766623682,0.7951705766623682
2021-04,0.7956382335341796,0.18095779028578193,0.7956382335341796,0.7956382335341796
2021-05,0.8644577877525378,0.2262136072810237,0.8644577877525378,0.8644577877525378
2021-06,0.8894415236583672,0.49597592831399,0.8894415236583672,0.8894415236583672
2021-07,0.8568002212382733,0.42013072897409764,0.8568002212382733,0.8568002212382733
2021-07,0.8568002212382733,0.42013072897409764,0.8568002212382733,0.8935876070495652
2021-07,0.8568002212382733,0.42013072897409764,0.8935876070495652,0.8568002212382733
2021-07,0.8568002212382733,0.42013072897409764,0.8935876070495652,0.8935876070495652
2021-07,0.8568002212382733,0.4882796018913467,0.8568002212382733,0.8568002212382733
2021-07,0.8568002212382733,0.4882796018913467,0.8568002212382733,0.8935876070495652
2021-07,0.8568002212382733,0.4882796018913467,0.8935876070495652,0.8568002212382733
2021-07,0.8568002212382733,0.4882796018913467,0.8935876070495652,0.8935876070495652
2021-07,0.8935876070495652,0.42013072897409764,0.8568002212382733,0.8568002212382733
2021-07,0.8935876070495652,0.42013072897409764,0.8568002212382733,0.8935876070495652
2021-07,0.8935876070495652,0.42013072897409764,0.8935876070495652,0.8568002212382733
2021-07,0.8935876070495652,0.42013072897409764,0.8935876070495652,0.8935876070495652
2021-07,0.8935876070495652,0.4882796018913467,0.8568002212382733,0.8568002212382733
2021-07,0.8935876070495652,0.4882796018913467,0.8568002212382733,0.8935876070495652
2021-07,0.8935876070495652,0.4882796018913467,0.8935876070495652,0.8568002212382733
2021-07,0.8935876070495652,0.4882796018913467,0.8935876070495652,0.8935876070495652
2021-08,0.844416683199418,0.19058149819793013,0.844416683199418,0.844416683199418
2021-09,0.833635616026316,0.3099800220365576,0.833635616026316,0.833635616026316
2021-10,0.7844235882896922,0.46227332797885506,0.7844235882896922,0.7844235882896922
2021-11,0.6639380541423989,0.20828527026324867,0.6639380541423989,0.6639380541423989
2021-12,0.5922341093877183,0.03803771015061688,0.5922341093877183,0.5922341093877183
2022-01,0.5771868206510318,0.09120082136950587,0.5771868206510318,0.5771868206510318
2022-02,0.6533719182315553,0.15114279464542332,0.6533719182315553,0.6533719182315553
2022-03,0.8533637949277518,0.5874631112984823,0.8533637949277518,0.8533637949277518
2022-04,0.8366968163932751,0.29660285024633803,0.8366968163932751,0.8366968163932751
2022-04,0.8366968163932751,0.29660285024633803,0.8366968163932751,0.9975300069437556
2022-04,0.8366968163932751,0.29660285024633803,0.9975300069437556,0.8366968163932751
2022-04,0.8366968163932751,0.29660285024633803,0.9975300069437556,0.9975300069437556
2022-04,0.8366968163932751,0.6233563689669234,0.8366968163932751,0.8366968163932751
2022-04,0.8366968163932751,0.6233563689669234,0.8366968163932751,0.9975300069437556
2022-04,0.8366968163932751,0.6233563689669234,0.9975300069437556,0.8366968163932751
2022-04,0.8366968163932751,0.6233563689669234,0.9975300069437556,0.9975300069437556
2022-04,0.9975300069437556,0.29660285024633803,0.8366968163932751,0.8366968163932751
2022-04,0.9975300069437556,0.29660285024633803,0.8366968163932751,0.9975300069437556
