time,CH4_column_volume_mixing_ratio_dry_air,aerosol_height,aerosol_optical_depth,CH4_column_volume_mixing_ratio_dry_air_bias_corrected
2019-02,0.03492189455883534,0.03492189455883534,0.03492189455883534,0.03492189455883534
2019-03,0.13170237740964852,0.13170237740964852,0.13170237740964852,0.13170237740964852
2019-04,0.13390805310319742,0.13390805310319742,0.13390805310319742,0.13390805310319742
2019-05,0.0657230059704797,0.0657230059704797,0.0657230059704797,0.0657230059704797
2019-06,0.13372377078993486,0.13372377078993486,0.13372377078993486,0.13372377078993486
2019-07,0.05328902555963363,0.05328902555963363,0.05328902555963363,0.05328902555963363
2019-08,0.03769420078318005,0.03769420078318005,0.03769420078318005,0.03769420078318005
2019-09,0.0794380899330805,0.0794380899330805,0.0794380899330805,0.0794380899330805
2019-10,0.10145578390792158,0.10145578390792158,0.10145578390792158,0.10145578390792158
2019-10,0.10145578390792158,0.10145578390792158,0.10145578390792158,0.04471999030078586
2019-10,0.10145578390792158,0.10145578390792158,0.04471999030078586,0.10145578390792158
2019-10,0.10145578390792158,0.10145578390792158,0.04471999030078586,0.04471999030078586
2019-10,0.10145578390792158,0.04471999030078586,0.10145578390792158,0.10145578390792158
2019-10,0.10145578390792158,0.04471999030078586,0.10145578390792158,0.04471999030078586
2019-10,0.10145578390792158,0.04471999030078586,0.04471999030078586,0.10145578390792158
2019-10,0.10145578390792158,0.04471999030078586,0.04471999030078586,0.04471999030078586
2019-10,0.04471999030078586,0.10145578390792158,0.10145578390792158,0.10145578390792158
2019-10,0.04471999030078586,0.10145578390792158,0.10145578390792158,0.04471999030078586
2019-10,0.04471999030078586,0.10145578390792158,0.04471999030078586,0.10145578390792158
2019-10,0.04471999030078586,0.10145578390792158,0.04471999030078586,0.04471999030078586
2019-10,0.04471999030078586,0.04471999030078586,0.10145578390792158,0.10145578390792158
2019-10,0.04471999030078586,0.04471999030078586,0.10145578390792158,0.04471999030078586
2019-10,0.04471999030078586,0.04471999030078586,0.04471999030078586,0.10145578390792158
2019-10,0.04471999030078586,0.04471999030078586,0.04471999030078586,0.04471999030078586
2019-11,,,,
2019-12,,,,
2020-01,,,,
2020-02,0.033752163034972284,0.033752163034972284,0.033752163034972284,0.033752163034972284
2020-03,0.0843835111039179,0.0843835111039179,0.0843835111039179,0.0843835111039179
2020-04,0.12423780079766589,0.12423780079766589,0.12423780079766589,0.12423780079766589
2020-05,0.08197210438584718,0.08197210438584718,0.08197210438584718,0.08197210438584718
2020-06,0.021741560030420264,0.021741560030420264,0.021741560030420264,0.021741560030420264
2020-07,0.002413781701550772,0.002413781701550772,0.002413781701550772,0.002413781701550772
2020-07,0.002413781701550772,0.002413781701550772,0.002413781701550772,0.015409626470037146
2020-07,0.002413781701550772,0.002413781701550772,0.015409626470037146,0.002413781701550772
2020-07,0.002413781701550772,0.002413781701550772,0.015409626470037146,0.015409626470037146
2020-07,0.002413781701550772,0.015409626470037146,0.002413781701550772,0.002413781701550772
2020-07,0.002413781701550772,0.015409626470037146,0.002413781701550772,0.015409626470037146
2020-07,0.002413781701550772,0.015409626470037146,0.015409626470037146,0.002413781701550772
2020-07,0.002413781701550772,0.015409626470037146,0.015409626470037146,0.015409626470037146
2020-07,0.015409626470037146,0.002413781701550772,0.002413781701550772,0.002413781701550772
2020-07,0.015409626470037146,0.002413781701550772,0.002413781701550772,0.015409626470037146
2020-07,0.015409626470037146,0.002413781701550772,0.015409626470037146,0.002413781701550772
2020-07,0.015409626470037146,0.002413781701550772,0.015409626470037146,0.015409626470037146
2020-07,0.015409626470037146,0.015409626470037146,0.002413781701550772,0.002413781701550772
2020-07,0.015409626470037146,0.015409626470037146,0.002413781701550772,0.015409626470037146
2020-07,0.015409626470037146,0.015409626470037146,0.015409626470037146,0.002413781701550772
2020-07,0.015409626470037146,0.015409626470037146,0.015409626470037146,0.015409626470037146
2020-08,0.15113506523088904,0.15113506523088904,0.15113506523088904,0.15113506523088904
2020-09,0.1728011991755668,0.1728011991755668,0.1728011991755668,0.1728011991755668
2020-10,0.03536649435865783,0.03536649435865783,0.03536649435865783,0.03536649435865783
2020-11,,,,
2020-12,,,,
2021-01,,,,
2021-02,0.1174623328814381,0.1174623328814381,0.1174623328814381,0.1174623328814381
2021-03,0.05845259458988255,0.05845259458988255,0.05845259458988255,0.05845259458988255
2021-03,0.05845259458988255,0.05845259458988255,0.05845259458988255,0.1532321528948848
2021-03,0.05845259458988255,0.05845259458988255,0.1532321528948848,0.05845259458988255
2021-03,0.05845259458988255,0.05845259458988255,0.1532321528948848,0.1532321528948848
2021-03,0.05845259458988255,0.1532321528948848,0.05845259458988255,0.05845259458988255
2021-03,0.05845259458988255,0.1532321528948848,0.05845259458988255,0.1532321528948848
2021-03,0.05845259458988255,0.1532321528948848,0.1532321528948848,0.05845259458988255
2021-03,0.05845259458988255,0.1532321528948848,0.1532321528948848,0.1532321528948848
2021-03,0.1532321528948848,0.05845259458988255,0.05845259458988255,0.05845259458988255
2021-03,0.1532321528948848,0.05845259458988255,0.05845259458988255,0.1532321528948848
2021-03,0.1532321528948848,0.05845259458988255,0.1532321528948848,0.05845259458988255
2021-03,0.1532321528948848,0.05845259458988255,0.1532321528948848,0.1532321528948848
