time,tropospheric_HCHO_column_number_density,tropospheric_HCHO_column_number_density_amf,HCHO_slant_column_number_density,cloud_fraction
2018-12,0.07407260449617359,0.07407260449617359,0.07407260449617359,0.07407260449617359
2019-01,0.06540582683770232,0.06540582683770232,0.06540582683770232,0.06540582683770232
2019-02,0.46164786319249457,0.46164786319249457,0.46164786319249457,0.46164786319249457
2019-03,0.36982836683680903,0.36982836683680903,0.36982836683680903,0.36982836683680903
2019-04,0.7005437874123553,0.7005437874123553,0.7005437874123553,0.7005437874123553
2019-05,0.46778260114238684,0.46778260114238684,0.46778260114238684,0.46778260114238684
2019-06,0.7465431643035673,0.7465431643035673,0.7465431643035673,0.7465431643035673
2019-07,0.47617865184478836,0.47617865184478836,0.47617865184478836,0.47617865184478836
2019-08,0.5949846764086714,0.5949846764086714,0.5949846764086714,0.5949846764086714
2019-08,0.5949846764086714,0.5949846764086714,0.5949846764086714,0.736159772509341
2019-08,0.5949846764086714,0.5949846764086714,0.736159772509341,0.5949846764086714
2019-08,0.5949846764086714,0.5949846764086714,0.736159772509341,0.736159772509341
2019-08,0.5949846764086714,0.736159772509341,0.5949846764086714,0.5949846764086714
2019-08,0.5949846764086714,0.736159772509341,0.5949846764086714,0.736159772509341
2019-08,0.5949846764086714,0.736159772509341,0.736159772509341,0.5949846764086714
2019-08,0.5949846764086714,0.736159772509341,0.736159772509341,0.736159772509341
2019-08,0.736159772509341,0.5949846764086714,0.5949846764086714,0.5949846764086714
2019-08,0.736159772509341,0.5949846764086714,0.5949846764086714,0.736159772509341
2019-08,0.736159772509341,0.5949846764086714,0.736159772509341,0.5949846764086714
2019-08,0.736159772509341,0.5949846764086714,0.736159772509341,0.736159772509341
2019-08,0.736159772509341,0.736159772509341,0.5949846764086714,0.5949846764086714
2019-08,0.736159772509341,0.736159772509341,0.5949846764086714,0.736159772509341
2019-08,0.736159772509341,0.736159772509341,0.736159772509341,0.5949846764086714
2019-08,0.736159772509341,0.736159772509341,0.736159772509341,0.736159772509341
2019-09,0.5034383562112407,0.5034383562112407,0.5034383562112407,0.5034383562112407
2019-10,0.3512217703270178,0.3512217703270178,0.3512217703270178,0.3512217703270178
2019-11,0.15816626069577164,0.15816626069577164,0.15816626069577164,0.15816626069577164
2019-12,0.1971202953049992,0.1971202953049992,0.1971202953049992,0.1971202953049992
2020-01,0.2580686510189451,0.2580686510189451,0.2580686510189451,0.2580686510189451
2020-02,0.47977800865620057,0.47977800865620057,0.47977800865620057,0.47977800865620057
2020-03,0.5095711830943551,0.5095711830943551,0.5095711830943551,0.5095711830943551
2020-04,0.5090231348300984,0.5090231348300984,0.5090231348300984,0.5090231348300984
2020-05,0.48434027236526983,0.48434027236526983,0.48434027236526983,0.48434027236526983
2020-05,0.48434027236526983,0.48434027236526983,0.48434027236526983,0.5378936362589463
2020-05,0.48434027236526983,0.48434027236526983,0.5378936362589463,0.48434027236526983
2020-05,0.48434027236526983,0.48434027236526983,0.5378936362589463,0.5378936362589463
2020-05,0.48434027236526983,0.5378936362589463,0.48434027236526983,0.48434027236526983
2020-05,0.48434027236526983,0.5378936362589463,0.48434027236526983,0.5378936362589463
2020-05,0.48434027236526983,0.5378936362589463,0.5378936362589463,0.48434027236526983
2020-05,0.48434027236526983,0.5378936362589463,0.5378936362589463,0.5378936362589463
2020-05,0.5378936362589463,0.48434027236526983,0.48434027236526983,0.48434027236526983
2020-05,0.5378936362589463,0.48434027236526983,0.48434027236526983,0.5378936362589463
2020-05,0.5378936362589463,0.48434027236526983,0.5378936362589463,0.48434027236526983
2020-05,0.5378936362589463,0.48434027236526983,0.5378936362589463,0.5378936362589463
2020-05,0.5378936362589463,0.5378936362589463,0.48434027236526983,0.48434027236526983
2020-05,0.5378936362589463,0.5378936362589463,0.48434027236526983,0.5378936362589463
2020-05,0.5378936362589463,0.5378936362589463,0.5378936362589463,0.48434027236526983
2020-05,0.5378936362589463,0.5378936362589463,0.5378936362589463,0.5378936362589463
2020-06,0.5713332757353607,0.5713332757353607,0.5713332757353607,0.5713332757353607
2020-07,0.44562619501613643,0.44562619501613643,0.44562619501613643,0.44562619501613643
2020-08,0.5121709474890812,0.5121709474890812,0.5121709474890812,0.5121709474890812
2020-09,0.6265016584059919,0.6265016584059919,0.6265016584059919,0.6265016584059919
2020-10,0.2969983655268145,0.2969983655268145,0.2969983655268145,0.2969983655268145
2020-11,0.12991932017326324,0.12991932017326324,0.12991932017326324,0.12991932017326324
2020-12,,,,
2021-01,,,,
2021-02,0.005781172502727904,0.005781172502727904,0.005781172502727904,0.005781172502727904
2021-02,0.005781172502727904,0.005781172502727904,0.005781172502727904,0.0962935933226579
2021-02,0.005781172502727904,0.005781172502727904,0.0962935933226579,0.005781172502727904
2021-02,0.005781172502727904,0.005781172502727904,0.0962935933226579,0.0962935933226579
2021-02,0.005781172502727904,0.0962935933226579,0.005781172502727904,0.005781172502727904
2021-02,0.005781172502727904,0.0962935933226579,0.005781172502727904,0.0962935933226579
2021-02,0.005781172502727904,0.0962935933226579,0.0962935933226579,0.005781172502727904
2021-02,0.005781172502727904,0.0962935933226579,0.0962935933226579,0.0962935933226579
2021-02,0.0962935933226579,0.005781172502727904,0.005781172502727904,0.005781172502727904
2021-02,0.0962935933226579,0.005781172502727904,0.005781172502727904,0.0962935933226579
2021-02,0.0962935933226579,0.005781172502727904,0.0962935933226579,0.005781172502727904
2021-02,0.0962935933226579,0.005781172502727904,0.0962935933226579,0.0962935933226579
2021-02,0.0962935933226579,0.0962935933226579,0.005781172502727904,0.005781172502727904
2021-02,0.0962935933226579,0.0962935933226579,0.005781172502727904,0.0962935933226579
2021-02,0.0962935933226579,0.0962935933226579,0.0962935933226579,0.005781172502727904
2021-02,0.0962935933226579,0.0962935933226579,0.0962935933226579,0.0962935933226579
2021-03,0.27345779188572555,0.27345779188572555,0.27345779188572555,0.27345779188572555
2021-04,0.268895281552756,0.268895281552756,0.268895281552756,0.268895281552756
